   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/itanium_mangler.py:94(_len_encoded)
       42    0.000    0.000    0.005    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/codegen.py:1412(_add_module)
       52    0.000    0.000    0.014    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:1013(__str__)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/types.py:67(new_class)
        8    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/pythonapi.py:1353(unserialize)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/interpreter.py:1236(peep_hole_split_at_pop_block)
        1    0.000    0.000    0.045    0.045 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/cpython/cmathimpl.py:1(<module>)
        4    0.000    0.000    0.433    0.108 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/ufunc/decorators.py:200(wrap)
       22    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/cpu.py:116(call_conv)
        1    0.000    0.000    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/ufunc/ufuncbuilder.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/controlflow.py:396(_eliminate_dead_blocks)
        1    0.000    0.000    0.002    0.002 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/runtime/nrtdynmod.py:181(create_nrt_module)
       15    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:1972(adapt_state_infos)
      229    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:2038(<genexpr>)
        1    0.000    0.000    0.040    0.040 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/experimental/jitclass/base.py:1(<module>)
      161    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       25    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/interpreter.py:62(assign)
       27    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/dataclasses.py:664(_is_type)
        1    0.000    0.000    0.014    0.014 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/parfors/parfor_lowering.py:1(<module>)
       90    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:682(<listcomp>)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       54    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:34(<listcomp>)
      261    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/ffi.py:267(__enter__)
       99    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/sigutils.py:43(check_type)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/_multiprocessing_helpers.py:1(<module>)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       10    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/module.py:109(verify)
        1    0.000    0.000    0.003    0.003 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/psutil/_psposix.py:1(<module>)
       71    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/manager.py:40(__getitem__)
      201    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/contextlib.py:440(__init__)
        1    0.000    0.000    0.012    0.012 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/cffi/api.py:41(__init__)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/cpython/tupleobj.py:1(<module>)
       19    0.000    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/linecache.py:80(updatecache)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:1176(_wrap_impl)
        5    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/interpreter.py:2960(_op_JUMP_IF)
        7    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/llvm_bindings.py:36(create_pass_manager_builder)
       66    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/ir.py:605(<genexpr>)
       82    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/npyimpl.py:707(_KernelImpl)
      376    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
       24    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:746(get_c_value)
       55    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:452(_to_string)
        1    0.000    0.000    0.002    0.002 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/ir.py:1(<module>)
        3    0.000    0.000    0.003    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/postproc.py:71(run)
        1    0.000    0.000    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1(<module>)
       82    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/npyimpl.py:685(_ufunc_db_function)
       38    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:1636(__new__)
        1    0.000    0.000    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/codegen.py:893(_object_getbuffer_hook)
       80    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/ir.py:1187(get_exact)
      131    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/analysis.py:69(<genexpr>)
       16    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:1840(fork)
       12    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/interpreter.py:2281(op_LOAD_CONST)
       59    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
    81/51    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/packer.py:144(rec)
       69    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:2472(<lambda>)
       15    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/interpreter.py:1868(insert_block)
      220    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:1712(has_terminated)
      380    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       54    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:26(module)
       21    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:491(op_LOAD_FAST)
       47    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
    45/40    0.000    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/typing.py:500(__getitem__)
        1    0.000    0.000    0.026    0.026 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:2036(__init__)
       21    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/itanium_mangler.py:118(<listcomp>)
       29    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
       30    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/tempfile.py:143(rng)
        8    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/pythonapi.py:858(gil_ensure)
      9/4    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/typing.py:1403(__getitem__)
        1    0.000    0.000    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/functions.py:1(<module>)
       16    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/functools.py:904(wrapper)
       21    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:103(_match_arglist)
       20    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:144(choose_result_int)
      192    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/interpreter.py:1770(current_scope)
      108    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/typing.py:916(__eq__)
       24    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/linecache.py:52(checkcache)
        1    0.000    0.000    0.013    0.013 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/containers.py:1(<module>)
      198    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:111(callee)
        8    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:334(descr)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:271(apply_changes)
      188    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/importlib/metadata/__init__.py:924(__init__)
        1    0.000    0.000    0.008    0.008 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/_store_backends.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/_memmapping_reducer.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/templates.py:1309(__init__)
        1    0.000    0.000    0.002    0.002 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/random/distributions.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/logging/__init__.py:1327(getLogger)
        1    0.000    0.000    0.007    0.007 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/ufunc_db.py:20(_lazy_init_db)
        4    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:600(load_from_data_pointer)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:1996(__init__)
      181    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/targetconfig.py:34(type)
        1    0.000    0.000    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/typeref.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/ir_utils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/constructor.py:1(<module>)
      105    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/enum.py:798(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:225(get_used_phis_per_state)
        1    0.000    0.000    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:1(<module>)
      188    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x147ce4d60}
        8    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/typing.py:1877(__init_subclass__)
        1    0.000    0.000    0.035    0.035 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/cgutils.py:1(<module>)
       86    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/torch/backends/quantized/__init__.py:54(__getattr__)
       46    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/re/_parser.py:963(fix_flags)
        9    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/linker.py:5(link_modules)
       38    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:1708(__new__)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:217(_prune_phis)
       48    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:576(<genexpr>)
       16    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/functools.py:818(dispatch)
      240    0.000    0.000    0.000    0.000 {built-in method math.floor}
       53    0.000    0.000    0.000    0.000 <frozen _collections_abc>:859(__iter__)
       40    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/utils.py:284(enter)
        1    0.000    0.000    0.010    0.010 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/codegen.py:1(<module>)
      189    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:1160(is_terminated)
      240    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/lazy_loader/__init__.py:311(attach_stub)
       21    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:123(_match)
       29    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/caching.py:161(get_source_stamp)
        1    0.000    0.000    0.016    0.016 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/cffi_utils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/librosa/_typing.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/cgutils.py:936(gep)
       23    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/cgutils.py:435(add_global_variable)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/target_extension.py:1(<module>)
